Case ID;Activity;Resource;Complete Timestamp;Span;Work Order  Qty;Part Desc.;Worker ID;Report Type
Case 154;Flat Grinding;Machine 26 - Flat Grinding;2012/01/06 11:30:00.000;004:30;27;Ballnut;ID3716;D
Case 154;Final Inspection Q.C.;Quality Check 1;2012/01/08 10:11:00.000;003:11;27;Ballnut;ID4493;D
Case 154;Packing;Packing;2012/01/11 01:00:00.000;000:00;27;Ballnut;ID4820;D
Case 155;Turning;Machine 15 - Turning;2012/01/06 11:56:00.000;004:45;48;Ballnut;ID0997;S
Case 155;Turning & Milling;Machine 8 - Turning & Milling;2012/01/06 12:38:00.000;000:42;48;Ballnut;ID0997;D
Case 155;Turning & Milling;Machine 8 - Turning & Milling;2012/01/06 13:53:00.000;000:00;48;Ballnut;ID0997;D
Case 155;Turning & Milling Q.C.;Quality Check 1;2012/01/08 11:59:00.000;000:23;48;Ballnut;ID4618;D
Case 155;Turning & Milling;Machine 8 - Turning & Milling;2012/01/08 15:39:00.000;006:31;48;Ballnut;ID0997;D
Case 155;Turning & Milling Q.C.;Quality Check 1;2012/01/08 17:00:00.000;000:00;48;Ballnut;ID4618;D
Case 155;Laser Marking;Machine 7- Laser Marking;2012/01/10 08:12:00.000;000:21;48;Ballnut;ID4882;D
Case 155;Laser Marking;Machine 7- Laser Marking;2012/01/10 09:10:00.000;000:45;48;Ballnut;ID0998;D
Case 155;Lapping;Machine 1 - Lapping;2012/01/10 10:33:00.000;001:18;48;Ballnut;ID4882;D
Case 155;Final Inspection Q.C.;Quality Check 1;2012/01/10 15:14:00.000;001:38;48;Ballnut;ID4618;D
Case 155;Final Inspection Q.C.;Quality Check 1;2012/01/11 13:19:00.000;000:00;48;Ballnut;ID4618;D
Case 155;Packing;Packing;2012/01/13 01:00:00.000;000:00;48;Ballnut;ID4820;D
Case 174;Turning & Milling;Machine 6 - Turning & Milling;2012/03/19 02:14:00.000;004:32;55;Ballnut;ID4529;S
Case 174;Turning & Milling;Machine 6 - Turning & Milling;2012/03/19 12:12:00.000;004:52;55;Ballnut;ID4794;S
Case 174;Turning & Milling Q.C.;Quality Check 1;2012/03/19 12:37:00.000;001:07;55;Ballnut;ID4287;S
Case 174;Turning & Milling;Machine 6 - Turning & Milling;2012/03/19 16:01:00.000;003:49;55;Ballnut;ID4794;D
Case 174;Turning & Milling;Machine 6 - Turning & Milling;2012/03/19 17:49:00.000;001:09;55;Ballnut;ID4718;D
Case 174;Turning & Milling;Machine 6 - Turning & Milling;2012/03/19 23:28:00.000;003:31;55;Ballnut;ID0997;D
Case 174;Turning & Milling;Machine 6 - Turning & Milling;2012/03/20 06:40:00.000;003:37;55;Ballnut;ID4529;D
Case 174;Turning & Milling;Machine 6 - Turning & Milling;2012/03/20 13:29:00.000;006:04;55;Ballnut;ID4794;D
Case 174;Turning & Milling Q.C.;Quality Check 1;2012/03/20 16:00:00.000;001:23;55;Ballnut;ID4287;D
Case 174;Turning & Milling Q.C.;Quality Check 1;2012/03/21 07:16:00.000;000:31;55;Ballnut;ID4287;D
Case 174;Laser Marking;Machine 7- Laser Marking;2012/03/29 09:20:00.000;000:54;55;Ballnut;ID0998;D
Case 174;Lapping;Machine 1 - Lapping;2012/03/29 10:48:00.000;001:28;55;Ballnut;ID0998;D
Case 174;Lapping;Machine 1 - Lapping;2012/03/29 10:58:00.000;000:58;55;Ballnut;ID4872;S
Case 174;Round Grinding;Machine 12 - Grinding;2012/03/29 12:13:00.000;000:00;55;Ballnut;ID4872;S
Case 174;Lapping;Machine 1 - Lapping;2012/03/29 12:51:00.000;002:02;55;Ballnut;ID0998;D
Case 174;Round Grinding;Machine 12 - Grinding;2012/03/29 14:35:00.000;003:36;55;Ballnut;ID4872;D
Case 174;Round Grinding;Machine 12 - Grinding;2012/03/29 15:46:00.000;001:10;55;Ballnut;ID4872;D
Case 174;Lapping;Machine 1 - Lapping;2012/03/29 21:36:00.000;003:43;55;Ballnut;ID4528;D
Case 174;Packing;Packing;2012/03/30 01:00:00.000;000:00;55;Ballnut;ID4491;D
Case 174;Final Inspection Q.C.;Quality Check 1;2012/03/30 10:17:00.000;001:37;55;Ballnut;ID4287;D
Case 182;Turning & Milling Q.C.;Quality Check 1;2012/01/09 11:11:00.000;000:03;400;Ballnut;ID4618;D
Case 182;Grinding Rework;Machine 12 - Grinding;2012/03/06 17:45:00.000;001:40;400;Ballnut;ID4528;D
Case 182;Final Inspection Q.C.;Quality Check 1;2012/03/07 16:55:00.000;001:10;400;Ballnut;ID4618;D
Case 182;Turning & Milling Q.C.;Quality Check 1;2012/03/07 18:13:00.000;000:00;400;Ballnut;ID4618;D
Case 182;Packing;Packing;2012/03/08 01:00:00.000;000:00;400;Ballnut;ID4820;D
Case 182;Turning & Milling Q.C.;Quality Check 1;2012/03/16 11:02:00.000;000:01;400;Ballnut;ID4618;D
Case 182;Turning & Milling;Machine 6 - Turning & Milling;2012/03/20 01:15:00.000;000:00;400;Ballnut;ID0937;D
Case 182;Laser Marking;Machine 7- Laser Marking;2012/03/25 17:00:00.000;000:00;400;Ballnut;ID0998;D
Case 182;Lapping;Machine 1 - Lapping;2012/03/27 09:34:00.000;000:01;400;Ballnut;ID4882;D
Case 182;Turning & Milling Q.C.;Quality Check 1;2012/03/27 18:01:00.000;007:57;400;Ballnut;ID4618;D
Case 182;Packing;Packing;2012/03/28 01:00:00.000;000:00;400;Ballnut;ID4820;D
Case 182;Round Grinding;Machine 3 - Round Grinding;2012/03/28 14:13:00.000;000:17;400;Ballnut;ID4872;D
Case 182;Final Inspection Q.C.;Quality Check 1;2012/03/28 17:34:00.000;003:15;400;Ballnut;ID4618;D
Case 209;Turning & Milling;Machine 6 - Turning & Milling;2012/02/14 06:40:00.000;005:53;168;Ballnut;ID4794;S
Case 209;Turning & Milling;Machine 6 - Turning & Milling;2012/02/14 11:41:00.000;003:37;168;Ballnut;ID0997;S
Case 209;Turning & Milling;Machine 6 - Turning & Milling;2012/02/14 17:45:00.000;006:04;168;Ballnut;ID0997;D
Case 209;Turning & Milling;Machine 6 - Turning & Milling;2012/02/14 19:53:00.000;000:53;168;Ballnut;ID4429;B
Case 209;Turning & Milling;Machine 6 - Turning & Milling;2012/02/15 06:46:00.000;010:40;168;Ballnut;ID4794;D
Case 209;Turning & Milling;Machine 6 - Turning & Milling;2012/02/15 11:42:00.000;004:24;168;Ballnut;ID4529;D
Case 209;Turning & Milling Q.C.;Quality Check 1;2012/02/17 08:07:00.000;000:09;168;Ballnut;ID4618;D
Case 209;Laser Marking;Machine 7- Laser Marking;2012/02/20 12:37:00.000;000:00;168;Ballnut;ID0998;D
Case 209;Lapping;Machine 1 - Lapping;2012/02/20 17:39:00.000;006:15;168;Ballnut;ID0998;D
Case 209;Final Inspection Q.C.;Quality Check 1;2012/02/21 15:47:00.000;003:32;168;Ballnut;ID4618;D
Case 209;Packing;Packing;2012/02/23 01:00:00.000;000:00;168;Ballnut;ID4820;D
Case 209;Packing;Packing;2012/02/23 01:00:00.000;000:00;168;Ballnut;ID4820;D
Case 212;Turning & Milling;Machine 6 - Turning & Milling;2012/02/21 08:13:00.000;001:01;66;Ballnut;ID4794;S
Case 212;Turning & Milling;Machine 6 - Turning & Milling;2012/02/28 03:55:00.000;007:38;66;Ballnut;ID4794;S
Case 212;Turning & Milling;Machine 6 - Turning & Milling;2012/02/28 06:56:00.000;003:00;66;Ballnut;ID4794;D
Case 212;Turning & Milling Q.C.;Quality Check 1;2012/02/28 08:17:00.000;001:24;66;Ballnut;ID4618;D
Case 212;Turning & Milling;Machine 6 - Turning & Milling;2012/02/28 17:47:00.000;006:41;66;Ballnut;ID4529;D
Case 212;Turning & Milling;Machine 6 - Turning & Milling;2012/02/29 01:34:00.000;005:28;66;Ballnut;ID4794;D
Case 212;Turning & Milling Q.C.;Quality Check 1;2012/02/29 09:03:00.000;000:43;66;Ballnut;ID4618;D
Case 212;Turning & Milling Q.C.;Quality Check 1;2012/03/04 07:51:00.000;000:01;66;Ballnut;ID4618;D
Case 212;Laser Marking;Machine 7- Laser Marking;2012/03/08 10:57:00.000;000:30;66;Ballnut;ID0998;D
Case 212;Lapping;Machine 1 - Lapping;2012/03/08 18:08:00.000;001:40;66;Ballnut;ID0998;D
Case 212;Lapping;Machine 1 - Lapping;2012/03/09 12:13:00.000;003:39;66;Ballnut;ID0998;D
Case 212;Final Inspection Q.C.;Quality Check 1;2012/03/11 18:00:00.000;004:40;66;Ballnut;ID4618;D
Case 212;Packing;Packing;2012/03/12 01:00:00.000;000:00;66;Ballnut;ID4820;D
Case 212;Final Inspection Q.C.;Quality Check 1;2012/03/12 09:31:00.000;000:00;66;Ballnut;ID4618;D
Case 214;Turning & Milling;Machine 6 - Turning & Milling;2012/02/20 13:50:00.000;006:39;150;Ballnut;ID4794;S
Case 214;Turning & Milling;Machine 6 - Turning & Milling;2012/02/20 15:51:00.000;002:01;150;Ballnut;ID4794;D
Case 214;Turning & Milling;Machine 6 - Turning & Milling;2012/02/20 20:36:00.000;004:37;150;Ballnut;ID4167;D
Case 214;Turning & Milling;Machine 6 - Turning & Milling;2012/02/21 06:26:00.000;010:00;150;Ballnut;ID4529;D
Case 214;Turning & Milling Q.C.;Quality Check 1;2012/02/21 07:59:00.000;001:09;150;Ballnut;ID4618;D
Case 214;Turning & Milling;Machine 6 - Turning & Milling;2012/02/21 09:08:00.000;000:47;150;Ballnut;ID4794;S
Case 214;Turning & Milling;Machine 6 - Turning & Milling;2012/02/21 15:52:00.000;006:44;150;Ballnut;ID4794;D
Case 214;Turning & Milling;Machine 6 - Turning & Milling;2012/02/21 20:10:00.000;004:04;150;Ballnut;ID4167;D
Case 214;Turning & Milling;Machine 6 - Turning & Milling;2012/02/22 06:33:00.000;010:31;150;Ballnut;ID4529;D
Case 214;Turning & Milling Q.C.;Quality Check 1;2012/02/22 07:45:00.000;000:19;150;Ballnut;ID4618;D
Case 214;Turning & Milling Q.C.;Quality Check 1;2012/02/22 15:20:00.000;000:04;150;Ballnut;ID4618;D
Case 214;Flat Grinding;Machine 11 - Grinding;2012/02/23 17:44:00.000;003:45;150;Ballnut;ID0998;D
Case 214;Flat Grinding;Machine 11 - Grinding;2012/02/24 07:49:00.000;000:04;150;Ballnut;ID4618;D
Case 214;Laser Marking;Machine 7- Laser Marking;2012/03/05 17:51:00.000;001:46;150;Ballnut;ID4872;D
Case 214;Laser Marking;Machine 7- Laser Marking;2012/03/06 04:22:00.000;001:21;150;Ballnut;ID4355;D
Case 214;Lapping;Machine 1 - Lapping;2012/03/06 16:35:00.000;000:28;150;Ballnut;ID0998;D
Case 214;Lapping;Machine 1 - Lapping;2012/03/07 15:06:00.000;004:07;150;Ballnut;ID0998;D
Case 214;Final Inspection Q.C.;Quality Check 1;2012/03/08 12:09:00.000;005:19;150;Ballnut;ID4618;D
Case 214;Packing;Packing;2012/03/09 01:00:00.000;000:00;150;Ballnut;ID4820;D
Case 215;Turning & Milling;Machine 8 - Turning & Milling;2012/01/05 15:21:00.000;004:01;108;Ballnut;ID0997;S
Case 215;Turning & Milling;Machine 8 - Turning & Milling;2012/01/05 17:47:00.000;002:25;108;Ballnut;ID0997;D
Case 215;Turning & Milling;Machine 8 - Turning & Milling;2012/01/05 22:03:00.000;001:10;108;Ballnut;ID4445;D
Case 215;Turning & Milling Q.C.;Quality Check 1;2012/01/06 09:46:00.000;000:01;108;Ballnut;ID4618;D
Case 215;Turning & Milling Q.C.;Quality Check 1;2012/01/06 11:02:00.000;000:00;108;Ballnut;ID4618;D
Case 215;Laser Marking;Machine 7- Laser Marking;2012/01/08 14:20:00.000;000:43;108;Ballnut;ID0998;D
Case 215;Lapping;Machine 1 - Lapping;2012/01/08 16:48:00.000;002:27;108;Ballnut;ID0998;D
Case 215;Lapping;Machine 1 - Lapping;2012/01/08 18:04:00.000;000:00;108;Ballnut;ID0998;D
Case 215;Laser Marking;Machine 7- Laser Marking;2012/01/08 18:04:00.000;000:00;108;Ballnut;ID0998;D
Case 215;Final Inspection Q.C.;Quality Check 1;2012/01/15 10:55:00.000;003:36;108;Ballnut;ID4618;D
Case 215;Packing;Packing;2012/01/17 01:00:00.000;000:00;108;Ballnut;ID4820;D
Case 215;Final Inspection Q.C.;Quality Check 1;2012/01/17 09:30:00.000;000:00;108;Ballnut;ID4618;D
Case 22;Turning & Milling;Machine 9 - Turning & Milling;2012/01/23 07:00:00.000;002:00;5;Ballnut;ID4641;D
Case 22;Turning & Milling;Machine 9 - Turning & Milling;2012/01/23 16:12:00.000;008:56;5;Ballnut;ID3846;S
Case 22;Turning & Milling;Machine 9 - Turning & Milling;2012/01/23 17:17:00.000;001:04;5;Ballnut;ID3846;D
Case 22;Turning & Milling;Machine 9 - Turning & Milling;2012/01/23 17:45:00.000;000:27;5;Ballnut;ID3846;S
Case 22;Turning & Milling;Machine 9 - Turning & Milling;2012/01/24 05:00:00.000;006:00;5;Ballnut;ID4641;S
Case 22;Turning & Milling Q.C.;Quality Check 1;2012/01/25 07:16:00.000;000:16;5;Ballnut;ID4493;D
Case 22;Laser Marking;Machine 7- Laser Marking;2012/01/25 09:17:00.000;000:59;5;Ballnut;ID0998;D
Case 22;Lapping;Machine 1 - Lapping;2012/01/25 11:11:00.000;001:53;5;Ballnut;ID0998;D
Case 22;Round Grinding;Machine 12 - Grinding;2012/01/25 12:50:00.000;000:40;5;Ballnut;ID4528;S
Case 22;Round Grinding;Machine 12 - Grinding;2012/01/25 15:00:00.000;001:40;5;Ballnut;ID4528;D
Case 22;Final Inspection Q.C.;Quality Check 1;2012/01/27 12:13:00.000;001:01;5;Ballnut;ID4493;D
Case 22;Packing;Packing;2012/01/29 01:00:00.000;000:00;5;Ballnut;ID4820;D
Case 22;Final Inspection Q.C.;Quality Check 1;2012/01/29 09:28:00.000;001:01;5;Ballnut;ID4493;D
Case 223;Turning & Milling;Machine 8 - Turning & Milling;2012/01/23 14:20:00.000;003:10;30;Ballnut;ID0997;S
Case 223;Turning & Milling;Machine 8 - Turning & Milling;2012/01/23 16:09:00.000;001:48;30;Ballnut;ID0997;S
Case 223;Turning & Milling Q.C.;Quality Check 1;2012/01/23 16:11:00.000;002:41;30;Ballnut;ID4287;S
Case 223;Turning & Milling;Machine 8 - Turning & Milling;2012/01/23 17:48:00.000;001:39;30;Ballnut;ID0997;D
Case 223;Turning & Milling;Machine 8 - Turning & Milling;2012/01/24 06:27:00.000;001:50;30;Ballnut;ID4529;D
Case 223;Turning & Milling;Machine 8 - Turning & Milling;2012/01/24 16:04:00.000;008:01;30;Ballnut;ID0997;D
Case 223;Turning & Milling Q.C.;Quality Check 1;2012/01/25 08:40:00.000;001:40;30;Ballnut;ID4287;D
Case 223;Laser Marking;Machine 7- Laser Marking;2012/01/30 16:58:00.000;000:47;30;Ballnut;ID0998;D
Case 223;Flat Grinding;Machine 11 - Grinding;2012/01/31 01:15:00.000;000:00;30;Ballnut;ID4882;D
Case 223;Flat Grinding;Machine 11 - Grinding;2012/02/01 01:15:00.000;000:00;30;Ballnut;ID4882;D
Case 223;Flat Grinding;Machine 11 - Grinding;2012/02/01 09:47:00.000;000:40;30;Ballnut;ID4882;D
Case 223;Lapping;Machine 1 - Lapping;2012/02/01 10:07:00.000;000:20;30;Ballnut;ID4882;D
Case 223;Final Inspection Q.C.;Quality Check 1;2012/02/01 15:00:00.000;000:20;30;Ballnut;ID4287;D
Case 223;Flat Grinding;Machine 11 - Grinding;2012/02/02 01:15:00.000;000:00;30;Ballnut;ID4882;D
Case 223;Flat Grinding;Machine 11 - Grinding;2012/02/02 01:15:00.000;000:00;30;Ballnut;ID4882;D
Case 223;Flat Grinding;Machine 11 - Grinding;2012/02/02 01:15:00.000;000:00;30;Ballnut;ID4882;D
Case 223;Final Inspection Q.C.;Quality Check 1;2012/02/02 09:30:00.000;002:00;30;Ballnut;ID4287;D
Case 223;Packing;Packing;2012/02/05 01:00:00.000;000:00;30;Ballnut;ID4291;D
Case 223;Flat Grinding;Machine 11 - Grinding;2012/02/05 11:16:00.000;000:45;30;Ballnut;ID4882;D
Case 223;Lapping;Machine 1 - Lapping;2012/02/07 16:09:00.000;000:50;30;Ballnut;ID0998;D
Case 223;Final Inspection Q.C.;Quality Check 1;2012/02/14 12:12:00.000;001:57;30;Ballnut;ID4287;D
Case 223;Final Inspection Q.C.;Quality Check 1;2012/02/16 13:40:00.000;000:20;30;Ballnut;ID4287;D
Case 223;Packing;Packing;2012/02/17 01:00:00.000;000:00;30;Ballnut;ID4820;D
Case 223;Packing;Packing;2012/02/17 01:00:00.000;000:00;30;Ballnut;ID4820;D
Case 228;Turning & Milling;Machine 8 - Turning & Milling;2012/01/04 10:51:00.000;001:16;10;Ballnut;ID0997;D
Case 228;Turning & Milling;Machine 8 - Turning & Milling;2012/01/09 11:30:00.000;001:00;10;Ballnut;ID0997;S
Case 228;Turning & Milling;Machine 8 - Turning & Milling;2012/01/09 12:30:00.000;001:00;10;Ballnut;ID0997;D
Case 228;Turning & Milling Q.C.;Quality Check 1;2012/01/09 15:44:00.000;000:00;10;Ballnut;ID4618;D
Case 228;Turning & Milling Q.C.;Quality Check 1;2012/01/10 16:04:00.000;000:49;10;Ballnut;ID4618;D
Case 228;Turning & Milling Q.C.;Quality Check 1;2012/01/11 10:22:00.000;000:00;10;Ballnut;ID4618;D
Case 228;Laser Marking;Machine 7- Laser Marking;2012/01/11 15:46:00.000;000:00;10;Ballnut;ID4882;D
Case 228;Flat Grinding;Machine 11 - Grinding;2012/01/11 17:44:00.000;001:59;10;Ballnut;ID0998;D
Case 228;Final Inspection Q.C.;Quality Check 1;2012/01/12 12:50:00.000;001:20;10;Ballnut;ID4618;D
Case 228;Final Inspection Q.C.;Quality Check 1;2012/01/13 10:54:00.000;000:00;10;Ballnut;ID4618;D
Case 228;Packing;Packing;2012/01/15 01:00:00.000;000:00;10;Ballnut;ID4820;D
Case 229;Turning Q.C.;Quality Check 1;2012/01/22 12:50:00.000;001:37;24;Ballnut;ID4287;S
Case 229;Turning & Milling;Machine 8 - Turning & Milling;2012/01/22 18:00:00.000;006:57;24;Ballnut;ID0997;S
Case 229;Turning & Milling;Machine 8 - Turning & Milling;2012/01/23 06:27:00.000;006:51;24;Ballnut;ID4529;D
Case 229;Turning & Milling;Machine 8 - Turning & Milling;2012/01/23 09:44:00.000;002:06;24;Ballnut;ID0997;D
Case 229;Turning Q.C.;Quality Check 1;2012/01/23 11:37:00.000;001:39;24;Ballnut;ID4287;D
Case 229;Laser Marking;Machine 7- Laser Marking;2012/01/25 12:38:00.000;000:25;24;Ballnut;ID0998;D
Case 229;Flat Grinding;Machine 11 - Grinding;2012/01/25 14:50:00.000;002:11;24;Ballnut;ID0998;D
Case 229;Laser Marking;Machine 7- Laser Marking;2012/01/25 15:22:00.000;000:38;24;Ballnut;ID4882;D
Case 229;Final Inspection Q.C.;Quality Check 1;2012/01/27 12:46:00.000;002:46;24;Ballnut;ID4287;D
Case 229;Final Inspection Q.C.;Quality Check 1;2012/01/29 09:30:00.000;000:30;24;Ballnut;ID4287;D
Case 229;Packing;Packing;2012/01/30 01:00:00.000;000:00;24;Ballnut;ID4820;D
Case 233;Turn & Mill. & Screw Assem;Machine 9 - Turning & Milling;2012/01/03 16:00:00.000;005:00;24;Ballnut;ID4641;D
Case 233;Turn & Mill. & Screw Assem;Machine 9 - Turning & Milling;2012/01/03 20:24:00.000;004:29;24;Ballnut;ID3846;S
Case 233;Turn & Mill. & Screw Assem;Machine 9 - Turning & Milling;2012/01/03 23:41:00.000;003:16;24;Ballnut;ID3846;D
Case 233;Turn & Mill. & Screw Assem;Machine 9 - Turning & Milling;2012/01/04 04:34:00.000;004:30;24;Ballnut;ID4932;D
Case 233;Turning & Milling Q.C.;Quality Check 1;2012/01/04 17:04:00.000;002:34;24;Ballnut;ID4287;D
Case 233;Laser Marking;Machine 7- Laser Marking;2012/01/05 11:45:00.000;000:22;24;Ballnut;ID0998;D
Case 233;Flat Grinding;Machine 11 - Grinding;2012/01/05 14:51:00.000;002:23;24;Ballnut;ID0998;D
Case 233;Turn & Mill. & Screw Assem;Machine 9 - Turning & Milling;2012/01/08 05:58:00.000;002:45;24;Ballnut;ID4641;S
Case 233;Turn & Mill. & Screw Assem;Machine 9 - Turning & Milling;2012/01/08 06:36:00.000;000:37;24;Ballnut;ID4641;D
Case 233;Turning & Milling Q.C.;Quality Check 1;2012/01/08 08:00:00.000;001:00;24;Ballnut;ID4287;D
Case 233;Turn & Mill. & Screw Assem;Machine 9 - Turning & Milling;2012/01/08 10:34:00.000;001:31;24;Ballnut;ID3846;D
Case 233;Turning & Milling Q.C.;Quality Check 1;2012/01/08 14:01:00.000;001:41;24;Ballnut;ID4287;D
Case 233;Turning & Milling Q.C.;Quality Check 1;2012/01/09 07:37:00.000;000:37;24;Ballnut;ID4287;D
Case 233;Turning Rework;Machine 21 - Turning;2012/01/09 08:00:00.000;001:00;24;Ballnut;ID4442;D
Case 233;Laser Marking;Machine 7- Laser Marking;2012/01/09 10:50:00.000;000:04;24;Ballnut;ID0998;D
Case 233;Flat Grinding;Machine 11 - Grinding;2012/01/09 11:13:00.000;000:22;24;Ballnut;ID0998;D
Case 233;Turning & Milling Q.C.;Quality Check 1;2012/01/10 08:40:00.000;000:31;24;Ballnut;ID4287;D
Case 233;Lapping;Machine 1 - Lapping;2012/01/10 10:37:00.000;000:25;24;Ballnut;ID0998;D
Case 233;Round Grinding;Machine 2 - Round Grinding;2012/01/10 17:45:00.000;001:41;24;Ballnut;ID4355;S
Case 233;Round Grinding;Machine 2 - Round Grinding;2012/01/10 20:51:00.000;000:45;24;Ballnut;ID4355;S
Case 233;Round Grinding;Machine 2 - Round Grinding;2012/01/10 23:39:00.000;002:47;24;Ballnut;ID4355;D
Case 233;Round Grinding;Machine 2 - Round Grinding;2012/01/11 04:04:00.000;003:52;24;Ballnut;ID4445;D
Case 233;Final Inspection Q.C.;Quality Check 1;2012/01/11 10:00:00.000;003:00;24;Ballnut;ID4287;D
Case 233;Final Inspection Q.C.;Quality Check 1;2012/01/11 15:00:00.000;001:36;24;Ballnut;ID4287;D
Case 233;Packing;Packing;2012/01/15 01:00:00.000;000:00;24;Ballnut;ID4820;D
Case 233;Final Inspection Q.C.;Quality Check 1;2012/01/15 07:13:00.000;000:21;24;Ballnut;ID4287;D
Case 239;Turning & Milling;Machine 6 - Turning & Milling;2012/01/15 06:38:00.000;007:42;16;Ballnut;ID4794;S
Case 239;Turning & Milling;Machine 6 - Turning & Milling;2012/01/15 10:34:00.000;000:49;16;Ballnut;ID4429;S
Case 239;Turning & Milling Q.C.;Quality Check 1;2012/01/15 11:29:00.000;000:26;16;Ballnut;ID4618;D
Case 239;Turning & Milling;Machine 6 - Turning & Milling;2012/01/15 13:39:00.000;003:08;16;Ballnut;ID4529;S
Case 239;Turning & Milling;Machine 6 - Turning & Milling;2012/01/16 02:37:00.000;005:22;16;Ballnut;ID4794;D
Case 239;Turning & Milling Q.C.;Quality Check 1;2012/01/17 13:33:00.000;002:05;16;Ballnut;ID4618;D
Case 239;Nitration Q.C.;Quality Check 1;2012/01/23 14:49:00.000;000:03;16;Ballnut;ID4618;D
Case 239;Laser Marking;Machine 7- Laser Marking;2012/01/24 17:14:00.000;000:13;16;Ballnut;ID0998;D
Case 239;Lapping;Machine 1 - Lapping;2012/01/25 12:12:00.000;001:01;16;Ballnut;ID0998;D
Case 239;Final Inspection Q.C.;Quality Check 1;2012/01/25 18:02:00.000;003:41;16;Ballnut;ID4618;D
Case 239;Final Inspection Q.C.;Quality Check 1;2012/01/27 13:15:00.000;000:00;16;Ballnut;ID4618;D
Case 239;Packing;Packing;2012/01/30 01:00:00.000;000:00;16;Ballnut;ID4820;D
Case 241;Turning & Milling;Machine 6 - Turning & Milling;2012/01/16 01:15:00.000;000:00;16;Ballnut;ID4429;S
Case 241;Turning & Milling;Machine 6 - Turning & Milling;2012/01/17 01:15:00.000;000:00;16;Ballnut;ID4429;S
Case 241;Turning & Milling;Machine 6 - Turning & Milling;2012/01/22 23:34:00.000;003:31;16;Ballnut;ID4167;S
Case 241;Turning & Milling Q.C.;Quality Check 1;2012/01/23 09:57:00.000;002:57;16;Ballnut;ID4287;D
Case 241;Turning & Milling;Machine 6 - Turning & Milling;2012/01/23 10:41:00.000;002:50;16;Ballnut;ID4794;S
Case 241;Turning & Milling;Machine 6 - Turning & Milling;2012/01/23 16:02:00.000;005:21;16;Ballnut;ID4794;D
Case 241;Turning & Milling Q.C.;Quality Check 1;2012/01/24 08:40:00.000;001:40;16;Ballnut;ID4287;D
Case 241;Laser Marking;Machine 7- Laser Marking;2012/01/24 13:37:00.000;001:12;16;Ballnut;ID0998;D
Case 241;Flat Grinding;Machine 11 - Grinding;2012/01/26 12:40:00.000;000:00;16;Ballnut;ID0998;D
Case 241;Lapping;Machine 1 - Lapping;2012/01/26 12:40:00.000;000:00;16;Ballnut;ID0998;D
Case 241;Final Inspection Q.C.;Quality Check 1;2012/01/26 14:53:00.000;003:23;16;Ballnut;ID4287;D
Case 241;Packing;Packing;2012/01/27 01:00:00.000;000:00;16;Ballnut;ID4820;D
Case 249;Turning & Milling;Machine 8 - Turning & Milling;2012/01/12 15:05:00.000;007:02;64;Ballnut;ID0997;S
Case 249;Turning & Milling;Machine 8 - Turning & Milling;2012/01/12 16:00:00.000;000:54;64;Ballnut;ID0997;S
Case 249;Turning & Milling Q.C.;Quality Check 1;2012/01/13 07:41:00.000;000:48;64;Ballnut;ID4287;D
Case 249;Turning & Milling;Machine 8 - Turning & Milling;2012/01/13 12:40:00.000;004:52;64;Ballnut;ID0997;D
Case 249;Turning & Milling;Machine 8 - Turning & Milling;2012/01/15 17:58:00.000;008:26;64;Ballnut;ID0997;D
Case 249;Turning & Milling;Machine 8 - Turning & Milling;2012/01/15 22:15:00.000;002:09;64;Ballnut;ID4932;D
Case 249;Turning & Milling Q.C.;Quality Check 1;2012/01/16 08:40:00.000;001:40;64;Ballnut;ID4287;D
Case 249;Flat Grinding;Machine 11 - Grinding;2012/01/16 16:08:00.000;002:29;64;Ballnut;ID0998;D
Case 249;Lapping;Machine 1 - Lapping;2012/01/16 17:22:00.000;001:14;64;Ballnut;ID0998;D
Case 249;Round Grinding - Manual;Machine 27 - Grinding;2012/01/17 13:32:00.000;000:44;64;Ballnut;ID4872;S
Case 249;Round Grinding;Machine 2 - Round Grinding;2012/01/18 00:53:00.000;003:54;64;Ballnut;ID4385;S
Case 249;Round Grinding;Machine 2 - Round Grinding;2012/01/18 02:07:00.000;001:14;64;Ballnut;ID4385;D
Case 249;Round Grinding;Machine 2 - Round Grinding;2012/01/18 16:03:00.000;009:00;64;Ballnut;ID4355;D
Case 249;Round Grinding;Machine 2 - Round Grinding;2012/01/18 17:57:00.000;001:51;64;Ballnut;ID4385;D
Case 249;Round Grinding;Machine 2 - Round Grinding;2012/01/19 02:22:00.000;006:04;64;Ballnut;ID4528;D
Case 249;Laser Marking;Machine 7- Laser Marking;2012/01/19 07:40:00.000;000:01;64;Ballnut;ID4872;D
Case 249;Laser Marking;Machine 7- Laser Marking;2012/01/19 08:31:00.000;000:51;64;Ballnut;ID4872;D
Case 249;Final Inspection Q.C.;Quality Check 1;2012/01/19 11:10:00.000;004:10;64;Ballnut;ID4287;D
Case 249;Packing;Packing;2012/01/22 01:00:00.000;000:00;64;Ballnut;ID4491;D
Case 249;Final Inspection Q.C.;Quality Check 1;2012/01/22 07:25:00.000;000:35;64;Ballnut;ID4287;D
Case 252;Turning & Milling;Machine 6 - Turning & Milling;2012/01/24 07:17:00.000;000:13;12;Ballnut;ID4794;S
Case 252;Turning & Milling;Machine 6 - Turning & Milling;2012/01/24 09:35:00.000;002:17;12;Ballnut;ID4794;S
