traceId,product,org:resource,org:group,organization involved,org:role,time:timestamp,
99,PROD617,Yangeun,V16 3rd,Org line A2,D_1,2012-02-01T00:50:24.000+0200,
99,PROD617,Yangeun,V13 2nd,Org line A2,A2_3,2012-02-01T00:50:49.000+0200,
99,PROD617,Jenny,V13 2nd,Org line A2,A2_3,2012-02-01T21:50:36.000+0200,
99,PROD617,Jenny,V13 2nd,Org line A2,A2_3,2012-02-01T21:51:44.000+0200,
99,PROD617,Bozidar,V13 2nd,Org line A2,A2_3,2012-02-02T09:30:19.000+0200,
99,PROD617,Bozidar,V13 2nd,Org line A2,A2_3,2012-02-02T09:30:31.000+0200,
99,PROD617,Bozidar,V13 2nd,Org line A2,A2_3,2012-05-15T17:14:44.000+0300,
99,PROD617,Siebel,V13 2nd,Org line A2,A2_3,2012-05-23T02:22:12.000+0300,
100,PROD617,Dennis,S37,Org line C,V3_2,2012-01-30T01:41:44.000+0200,
100,PROD617,Dennis,S37,Org line C,V3_2,2012-01-30T01:41:52.000+0200,
100,PROD617,Dennis,V13 2nd,Org line A2,A2_3,2012-01-30T01:43:59.000+0200,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-01-30T10:51:07.000+0200,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-01-31T12:43:33.000+0200,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-02-15T17:36:57.000+0200,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-03-12T18:42:20.000+0200,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-03-16T09:12:32.000+0200,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-03-21T17:48:48.000+0200,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-03-26T11:23:10.000+0300,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-03-28T11:59:21.000+0300,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-03-30T16:47:27.000+0300,
100,PROD617,Dusan,V13 2nd,Org line A2,A2_3,2012-05-08T11:07:36.000+0300,
100,PROD617,Siebel,V13 2nd,Org line A2,A2_3,2012-05-16T02:22:43.000+0300,
101,PROD67,Pernilla,G18 3rd,Org line A2,A2_4,2012-01-30T12:19:36.000+0200,
101,PROD67,Pernilla,G18 3rd,Org line A2,A2_4,2012-01-30T12:20:59.000+0200,
101,PROD67,Pernilla,G18 3rd,Org line A2,A2_4,2012-01-30T13:30:40.000+0200,
101,PROD67,Pernilla,G18 3rd,Org line A2,A2_4,2012-02-07T14:12:03.000+0200,
101,PROD67,Hongming,G18 3rd,Org line A2,A2_4,2012-02-07T14:48:30.000+0200,
101,PROD67,Hongming,G18 3rd,Org line A2,A2_4,2012-02-07T14:51:15.000+0200,
101,PROD67,Hongming,G18 3rd,Org line A2,A2_4,2012-02-09T10:42:49.000+0200,
101,PROD67,Pernilla,G18 3rd,Org line A2,A2_4,2012-02-09T12:14:40.000+0200,
101,PROD67,Pernilla,G18 3rd,Org line A2,A2_4,2012-02-09T12:17:24.000+0200,
101,PROD67,Hongming,G18 3rd,Org line A2,A2_4,2012-02-09T12:19:34.000+0200,
101,PROD67,Hongming,G18 3rd,Org line A2,A2_4,2012-02-10T15:23:21.000+0200,
101,PROD67,Pernilla,G18 3rd,Org line A2,A2_4,2012-04-27T12:47:11.000+0300,
101,PROD67,Pernilla,L23 3rd,Org line A2,A2_4,2012-04-27T12:50:18.000+0300,
101,PROD67,Fredrik,L23 3rd,Org line A2,A2_4,2012-04-27T21:12:23.000+0300,
101,PROD67,Fredrik,L23 3rd,Org line A2,A2_4,2012-04-27T21:12:31.000+0300,
101,PROD67,Rune,L23 3rd,Org line A2,A2_4,2012-04-30T11:22:19.000+0300,
101,PROD67,Rune,L23 3rd,Org line A2,A2_4,2012-04-30T11:22:35.000+0300,
101,PROD67,Roopa,L23 3rd,Org line A2,A2_4,2012-04-30T14:28:53.000+0300,
101,PROD67,Roopa,L23 3rd,Org line A2,A2_4,2012-05-08T13:48:02.000+0300,
101,PROD67,Roopa,L23 3rd,Org line A2,A2_4,2012-05-14T14:18:18.000+0300,
101,PROD67,Roopa,L23 3rd,Org line A2,A2_4,2012-05-14T14:18:19.000+0300,
101,PROD67,Bo,L23 3rd,Org line A2,A2_4,2012-05-14T14:44:37.000+0300,
101,PROD67,Bo,G18 3rd,Org line A2,A2_4,2012-05-14T14:48:35.000+0300,
101,PROD67,Bo,G18 3rd,Org line A2,A2_4,2012-05-14T15:58:59.000+0300,
101,PROD67,Bo,G18 3rd,Org line A2,A2_4,2012-05-15T12:46:17.000+0300,
101,PROD67,Siebel,G18 3rd,Org line A2,A2_4,2012-05-23T02:22:12.000+0300,
102,PROD214,Ryan,N38,Org line C,V3_2,2012-01-31T14:11:27.000+0200,
102,PROD214,Ryan,N38,Org line C,V3_2,2012-01-31T14:11:39.000+0200,
102,PROD214,Ryan,N49,Org line C,V3_2,2012-01-31T14:11:59.000+0200,
102,PROD214,Ben,N49,Org line C,V3_2,2012-01-31T16:23:43.000+0200,
102,PROD214,Ben,N49,Org line C,V3_2,2012-01-31T16:25:38.000+0200,
102,PROD214,Siebel,N49,Org line C,V3_2,2012-02-01T00:11:02.000+0200,
102,PROD214,Ben,N49,Org line C,V3_2,2012-02-01T17:48:48.000+0200,
102,PROD214,Ben,V27 2nd,Org line V5,,2012-02-01T17:49:26.000+0200,
102,PROD214,Bruce,V27 2nd,Org line V5,,2012-02-01T21:33:11.000+0200,
102,PROD214,Bruce,V27 2nd,Org line V5,,2012-02-01T21:33:39.000+0200,
102,PROD214,Conrad,V27 2nd,Org line V5,,2012-02-24T00:26:13.000+0200,
102,PROD214,Conrad,V27 2nd,Org line V5,,2012-02-24T00:26:20.000+0200,
102,PROD214,Conrad,V27 2nd,Org line V5,,2012-05-08T01:55:23.000+0300,
102,PROD214,Conrad,V27 2nd,Org line V5,,2012-05-08T01:55:32.000+0300,
102,PROD214,Conrad,V27 2nd,Org line V5,,2012-05-08T01:57:26.000+0300,
102,PROD214,Conrad,V27 2nd,Org line V5,,2012-05-08T01:57:36.000+0300,
102,PROD214,Conrad,N49,Org line C,V3_2,2012-05-08T02:02:22.000+0300,
102,PROD214,Conrad,V27 2nd,Org line V5,,2012-05-08T02:02:45.000+0300,
102,PROD214,Conrad,N49,Org line C,V3_2,2012-05-08T02:05:30.000+0300,
102,PROD214,Ben,N49,Org line C,V3_2,2012-05-08T16:15:29.000+0300,
102,PROD214,Ben,N49,Org line C,V3_2,2012-05-08T16:31:11.000+0300,
102,PROD214,Siebel,N49,Org line C,V3_2,2012-05-09T02:15:52.000+0300,
103,PROD261,Rafal,G96,Org line C,V3_2,2012-01-31T16:04:48.000+0200,
103,PROD261,Rafal,G96,Org line C,V3_2,2012-01-31T16:05:27.000+0200,
103,PROD261,Rafal,S24,Org line C,V3_2,2012-01-31T16:17:58.000+0200,
103,PROD261,Johan,S24,Org line C,V3_2,2012-02-01T16:18:37.000+0200,
103,PROD261,Johan,S24,Org line C,V3_2,2012-02-01T16:18:42.000+0200,
103,PROD261,Johan,S27,Org line C,V3_2,2012-04-20T16:52:54.000+0300,
103,PROD261,Håkan,S27,Org line C,V3_2,2012-04-20T16:59:30.000+0300,
103,PROD261,Håkan,S27,Org line C,V3_2,2012-04-23T10:45:36.000+0300,
103,PROD261,Håkan,S27,Org line C,V3_2,2012-05-15T14:57:50.000+0300,
103,PROD261,Siebel,S27,Org line C,V3_2,2012-05-23T02:22:12.000+0300,
104,PROD542,Renaat,D2,Org line C,A2_1,2012-01-31T17:26:28.000+0200,
104,PROD542,Renaat,D2,Org line C,A2_1,2012-01-31T17:26:45.000+0200,
104,PROD542,Renaat,V37 2nd,Org line V7n,,2012-01-31T17:31:03.000+0200,
104,PROD542,Tsun Fai,V37 2nd,Org line V7n,,2012-02-02T11:20:13.000+0200,
104,PROD542,Tsun Fai,D2,Org line C,A2_1,2012-02-02T11:35:50.000+0200,
104,PROD542,Renaat,D2,Org line C,A2_1,2012-02-02T12:08:04.000+0200,
104,PROD542,Renaat,D2,Org line C,A2_1,2012-02-02T12:14:19.000+0200,
104,PROD542,Renaat,V37 2nd,Org line V7n,,2012-02-02T13:38:17.000+0200,
104,PROD542,Juan,V37 2nd,Org line V7n,,2012-02-02T15:20:28.000+0200,
104,PROD542,Juan,V32 2nd,Org line V7n,,2012-02-02T15:21:59.000+0200,
104,PROD542,Earl,V32 2nd,Org line V7n,,2012-03-29T19:32:29.000+0300,
104,PROD542,Juan,V37 2nd,Org line V7n,,2012-05-04T11:24:39.000+0300,
104,PROD542,Juan,V37 2nd,Org line V7n,,2012-05-04T11:25:23.000+0300,
104,PROD542,Siebel,V37 2nd,Org line V7n,,2012-05-12T02:21:08.000+0300,
105,PROD235,Pawel,D8,Org line A2,A2_1,2012-02-01T16:30:44.000+0200,
105,PROD235,Pawel,D8,Org line A2,A2_1,2012-02-01T16:30:58.000+0200,
105,PROD235,Pawel,V59 2nd,Org line V11,,2012-02-01T16:34:51.000+0200,
105,PROD235,Martin,V59 2nd,Org line V11,,2012-03-02T12:56:12.000+0200,
105,PROD235,Martin,V59 2nd,Org line V11,,2012-03-29T17:10:56.000+0300,
105,PROD235,Martin,V59 2nd,Org line V11,,2012-05-03T17:59:17.000+0300,
105,PROD235,Siebel,V59 2nd,Org line V11,,2012-05-11T02:25:51.000+0300,
106,PROD114,Elaine,V39 2nd,Org line B,,2012-02-02T14:51:54.000+0200,
106,PROD114,Elaine,V39 2nd,Org line B,,2012-02-02T14:53:19.000+0200,
106,PROD114,Elaine,V39 2nd,Org line B,,2012-02-02T14:59:32.000+0200,
106,PROD114,Elaine,V39 2nd,Org line B,,2012-02-15T18:50:18.000+0200,
106,PROD114,Rafael,V39 2nd,Org line B,,2012-05-08T18:40:33.000+0300,
106,PROD114,Rafael,V39 2nd,Org line B,,2012-05-08T18:41:07.000+0300,
106,PROD114,Siebel,V39 2nd,Org line B,,2012-05-09T02:15:51.000+0300,
107,PROD236,Michael,D7,Org line A2,A2_1,2012-02-02T14:53:27.000+0200,
107,PROD236,Michael,D7,Org line A2,A2_1,2012-02-02T14:53:54.000+0200,
107,PROD236,Michael,D4,Org line A2,A2_1,2012-02-02T14:55:48.000+0200,
107,PROD236,Slawomir,D4,Org line A2,A2_1,2012-02-02T15:05:37.000+0200,
107,PROD236,Slawomir,D7,Org line A2,A2_1,2012-02-02T15:29:05.000+0200,
107,PROD236,Michael,D7,Org line A2,A2_1,2012-02-02T15:48:12.000+0200,
107,PROD236,Michael,D7,Org line A2,A2_1,2012-02-02T15:48:18.000+0200,
107,PROD236,Michael,D4,Org line A2,A2_1,2012-02-03T13:14:45.000+0200,
107,PROD236,Slawomir,D4,Org line A2,A2_1,2012-02-03T13:20:33.000+0200,
107,PROD236,Slawomir,G42 3rd,Org line A2,A2_1,2012-02-03T16:29:25.000+0200,
107,PROD236,Tomasz,G42 3rd,Org line A2,A2_1,2012-02-03T17:42:38.000+0200,
107,PROD236,Tomasz,G42 3rd,Org line A2,A2_1,2012-02-03T17:43:43.000+0200,
107,PROD236,Tomasz,G42 3rd,Org line A2,A2_1,2012-02-07T13:18:30.000+0200,
107,PROD236,Tomasz,D4,Org line A2,A2_1,2012-02-07T16:15:32.000+0200,
107,PROD236,Paulo,D4,Org line A2,A2_1,2012-02-07T18:08:44.000+0200,
107,PROD236,Paulo,D7,Org line A2,A2_1,2012-02-07T18:09:14.000+0200,
107,PROD236,Michael,D7,Org line A2,A2_1,2012-02-08T11:35:27.000+0200,
107,PROD236,Siebel,D7,Org line A2,A2_1,2012-02-10T16:17:52.000+0200,
107,PROD236,Michael,D7,Org line A2,A2_1,2012-04-25T18:24:21.000+0300,
107,PROD236,Christopher,D7,Org line A2,A2_1,2012-05-07T11:25:21.000+0300,
107,PROD236,Christopher,D7,Org line A2,A2_1,2012-05-07T11:25:25.000+0300,
107,PROD236,Christopher,D7,Org line A2,A2_1,2012-05-07T11:25:27.000+0300,
108,PROD124,Rafael,S8,Org line G2,V3_2,2012-02-02T17:49:28.000+0200,
108,PROD124,Andre,S8,Org line G2,V3_2,2012-02-02T19:38:09.000+0200,
108,PROD124,Andre,S2 2nd,Org line A2,A2_2,2012-02-02T19:38:40.000+0200,
108,PROD124,Flavio,S2 2nd,Org line A2,A2_2,2012-02-02T20:00:22.000+0200,
108,PROD124,Flavio,S2 2nd,Org line A2,A2_2,2012-02-02T20:12:43.000+0200,
108,PROD124,Flavio,S2 2nd,Org line A2,A2_2,2012-03-06T17:39:47.000+0200,
108,PROD124,Flavio,S2 2nd,Org line A2,A2_2,2012-03-06T17:44:23.000+0200,
108,PROD124,Flavio,S2 2nd,Org line A2,A2_2,2012-03-07T21:28:44.000+0200,
108,PROD124,Flavio,S2 2nd,Org line A2,A2_2,2012-03-30T15:33:38.000+0300,
108,PROD124,Flavio,S2 2nd,Org line A2,A2_2,2012-05-04T17:15:09.000+0300,
108,PROD124,Siebel,S2 2nd,Org line A2,A2_2,2012-05-05T02:18:12.000+0300,
109,PROD486,Shane,N40,Org line C,V3_2,2012-02-03T21:54:15.000+0200,
109,PROD486,Renato,N40,Org line C,V3_2,2012-02-04T00:16:03.000+0200,
109,PROD486,Renato,N30 2nd,Org line A2,A2_5,2012-02-04T00:17:06.000+0200,
109,PROD486,Swamy,N30 2nd,Org line A2,A2_5,2012-02-06T14:12:53.000+0200,
109,PROD486,Joanne,N30 2nd,Org line A2,A2_5,2012-03-13T16:07:03.000+0200,
109,PROD486,Swamy,N30 2nd,Org line A2,A2_5,2012-03-16T18:59:48.000+0200,
109,PROD486,Swamy,N30 2nd,Org line A2,A2_5,2012-03-16T19:00:05.000+0200,
109,PROD486,Swamy,N30 2nd,Org line A2,A2_5,2012-05-08T17:21:21.000+0300,
109,PROD486,Siebel,N30 2nd,Org line A2,A2_5,2012-05-16T02:22:43.000+0300,
110,PROD424,Vijay,G96,Org line C,V3_2,2012-02-03T11:21:21.000+0200,
110,PROD424,Vijay,G96,Org line C,V3_2,2012-02-03T11:21:50.000+0200,
110,PROD424,Vijay,S24,Org line C,V3_2,2012-02-03T11:24:59.000+0200,
110,PROD424,Mika,S24,Org line C,V3_2,2012-02-06T15:09:19.000+0200,
110,PROD424,Mika,S24,Org line C,V3_2,2012-02-06T15:11:11.000+0200,
110,PROD424,Mika,S24,Org line C,V3_2,2012-05-10T11:18:07.000+0300,
110,PROD424,Siebel,S24,Org line C,V3_2,2012-05-11T02:25:50.000+0300,
111,PROD267,Guy Andre,T14,Org line C,V3_2,2012-02-03T12:03:10.000+0200,
111,PROD267,Guy Andre,T14,Org line C,V3_2,2012-02-03T12:04:14.000+0200,
111,PROD267,Guy Andre,V33,Org line C,V3_2,2012-02-03T12:05:35.000+0200,
111,PROD267,Magalie,V33,Org line C,V3_2,2012-02-03T12:59:04.000+0200,
111,PROD267,Magalie,T14,Org line C,V3_2,2012-02-03T13:00:15.000+0200,
111,PROD267,Thierry,T14,Org line C,V3_2,2012-02-06T15:48:38.000+0200,
111,PROD267,Thierry,V34 2nd,Org line C,,2012-02-06T15:50:04.000+0200,
111,PROD267,Michel,V34 2nd,Org line C,,2012-04-26T13:18:36.000+0300,
111,PROD267,Michel,V34 2nd,Org line C,,2012-05-15T12:09:07.000+0300,
111,PROD267,Siebel,V34 2nd,Org line C,,2012-05-23T02:22:12.000+0300,
112,PROD424,Julie,G96,Org line C,V3_2,2012-02-06T09:28:37.000+0200,
112,PROD424,Julie,G96,Org line C,V3_2,2012-02-06T09:32:08.000+0200,
112,PROD424,Julie,S55,Org line C,V3_2,2012-02-06T09:33:38.000+0200,
112,PROD424,Kimi,S55,Org line C,V3_2,2012-02-07T09:17:34.000+0200,
112,PROD424,Kimi,S55,Org line C,V3_2,2012-02-07T09:17:57.000+0200,
112,PROD424,Kimi,S55,Org line C,V3_2,2012-05-08T10:32:03.000+0300,
112,PROD424,Siebel,S55,Org line C,V3_2,2012-05-16T02:22:42.000+0300,
113,PROD92,Katia,D5,Org line C,A2_1,2012-02-06T18:37:50.000+0200,
113,PROD92,Katia,D5,Org line C,A2_1,2012-02-06T18:38:01.000+0200,
113,PROD92,Katia,D5,Org line C,A2_1,2012-02-06T18:38:31.000+0200,
113,PROD92,Katia,D4,Org line A2,A2_1,2012-02-07T14:51:27.000+0200,
113,PROD92,Rodrigo,D4,Org line A2,A2_1,2012-02-07T18:37:03.000+0200,
113,PROD92,Rodrigo,G350 2nd,Org line A2,A2_5,2012-02-07T18:52:54.000+0200,
113,PROD92,Daniel,G350 2nd,Org line A2,A2_5,2012-02-08T10:25:06.000+0200,
113,PROD92,Daniel,D4,Org line A2,A2_1,2012-02-08T12:27:02.000+0200,
113,PROD92,Nayana,D4,Org line A2,A2_1,2012-02-08T12:27:30.000+0200,
113,PROD92,Anil,D5,Org line C,A2_1,2012-02-08T12:28:13.000+0200,
113,PROD92,Katia,D5,Org line C,A2_1,2012-02-08T13:16:36.000+0200,
113,PROD92,Katia,D5,Org line C,A2_1,2012-02-08T13:16:39.000+0200,
113,PROD92,Katia,V49,Org line V11,,2012-02-08T15:27:23.000+0200,
113,PROD92,Claudia,V49,Org line V11,,2012-02-13T15:54:05.000+0200,
113,PROD92,Claudia,V49,Org line V11,,2012-02-13T15:54:11.000+0200,
113,PROD92,Jan,V49,Org line V11,,2012-05-03T18:27:36.000+0300,
113,PROD92,Jan,D5,Org line C,A2_1,2012-05-03T18:29:47.000+0300,
113,PROD92,Katia,D5,Org line C,A2_1,2012-05-03T18:37:26.000+0300,
113,PROD92,Katia,D5,Org line C,A2_1,2012-05-03T18:45:25.000+0300,
113,PROD92,Siebel,D5,Org line C,A2_1,2012-05-04T02:20:55.000+0300,
114,PROD436,Aurelien,T14,Org line C,V3_2,2012-02-07T13:01:13.000+0200,
114,PROD436,Aurelien,T14,Org line C,V3_2,2012-02-07T13:01:43.000+0200,
114,PROD436,Aurelien,V34 2nd,Org line C,,2012-02-07T13:04:21.000+0200,
114,PROD436,Nicolas,V34 2nd,Org line C,,2012-03-12T09:38:59.000+0200,
114,PROD436,Nicolas,V34 2nd,Org line C,,2012-03-12T09:41:45.000+0200,
114,PROD436,Florent,V34 2nd,Org line C,,2012-03-13T13:03:58.000+0200,
114,PROD436,Michel,V34 2nd,Org line C,,2012-04-26T13:52:18.000+0300,
114,PROD436,Michel,V34 2nd,Org line C,,2012-05-15T12:10:06.000+0300,
114,PROD436,Siebel,V34 2nd,Org line C,,2012-05-23T02:22:11.000+0300,
115,PROD803,Jessica,S56,Other,,2012-02-07T23:14:33.000+0200,
115,PROD803,Renato,S56,Other,,2012-02-07T23:36:08.000+0200,
115,PROD803,Renato,S56,Other,,2012-02-07T23:36:12.000+0200,
115,PROD803,Renato,G275 3rd,Org line C,C_6,2012-02-07T23:38:04.000+0200,
115,PROD803,John,N55 3rd,Org line C,C_6,2012-03-19T17:45:44.000+0200,
115,PROD803,John,G238 2nd,Org line B,E_10,2012-03-19T17:46:58.000+0200,
115,PROD803,Jomi,G238 2nd,Org line B,E_10,2012-03-19T18:17:51.000+0200,
115,PROD803,Jomi,G116,Org line C,E_5,2012-03-19T18:20:07.000+0200,
115,PROD803,Sonu,G116,Org line C,E_5,2012-03-20T03:47:34.000+0200,
115,PROD803,Sonu,G116,Org line C,E_5,2012-03-20T03:47:49.000+0200,
115,PROD803,Sonu,G116,Org line C,E_5,2012-05-04T18:26:09.000+0300,
115,PROD803,Sonu,G116,Org line C,E_5,2012-05-04T18:26:11.000+0300,
115,PROD803,Siebel,G116,Org line C,E_5,2012-05-12T02:21:07.000+0300,
116,PROD542,Marco,D6,Org line C,A2_1,2012-02-08T12:17:10.000+0200,
116,PROD542,Marco,D6,Org line C,A2_1,2012-02-08T12:17:57.000+0200,
116,PROD542,Marco,V37 2nd,Org line V7n,,2012-02-08T12:21:51.000+0200,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-02-08T12:45:49.000+0200,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-02-08T12:45:57.000+0200,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-02-08T12:46:24.000+0200,
116,PROD542,Juan,D6,Org line C,A2_1,2012-02-15T12:53:44.000+0200,
116,PROD542,Alexandre,D6,Org line C,A2_1,2012-02-15T13:14:32.000+0200,
116,PROD542,Alexandre,D6,Org line C,A2_1,2012-02-15T13:14:40.000+0200,
116,PROD542,Alexandre,D6,Org line C,A2_1,2012-02-15T13:15:40.000+0200,
116,PROD542,Siebel,D6,Org line C,A2_1,2012-02-18T13:14:48.000+0200,
116,PROD542,Marco,D6,Org line C,A2_1,2012-02-21T12:22:53.000+0200,
116,PROD542,Marco,V37 2nd,Org line V7n,,2012-02-21T12:28:50.000+0200,
116,PROD542,Marco,V37 2nd,Org line V7n,,2012-02-21T12:28:51.000+0200,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-02-22T15:06:27.000+0200,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-02-22T15:06:31.000+0200,
116,PROD542,Juan,D6,Org line C,A2_1,2012-03-01T09:38:56.000+0200,
116,PROD542,Valeria,D6,Org line C,A2_1,2012-03-01T09:52:33.000+0200,
116,PROD542,Valeria,D6,Org line C,A2_1,2012-03-01T10:01:31.000+0200,
116,PROD542,Mattia,D6,Org line C,A2_1,2012-03-01T11:09:19.000+0200,
116,PROD542,Mattia,V37 2nd,Org line V7n,,2012-03-01T11:12:22.000+0200,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-03-02T10:25:52.000+0200,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-03-02T10:25:57.000+0200,
116,PROD542,Juan,V32 2nd,Org line V7n,,2012-03-02T17:13:48.000+0200,
116,PROD542,Earl,V32 2nd,Org line V7n,,2012-03-30T14:28:59.000+0300,
116,PROD542,Earl,V32 2nd,Org line V7n,,2012-03-30T14:29:03.000+0300,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-05-04T11:27:16.000+0300,
116,PROD542,Juan,V37 2nd,Org line V7n,,2012-05-04T11:27:30.000+0300,
116,PROD542,Siebel,V37 2nd,Org line V7n,,2012-05-12T02:21:06.000+0300,
117,PROD562,Niclas,T19,Other,,2012-02-10T15:48:49.000+0200,
117,PROD562,Niclas,G356 2nd,Org line A2,A2_3,2012-02-10T15:49:02.000+0200,
117,PROD562,Luiz,G356 2nd,Org line A2,A2_3,2012-02-10T17:51:43.000+0200,
117,PROD562,Luiz,G356 2nd,Org line A2,A2_3,2012-02-14T16:55:18.000+0200,
117,PROD562,Luiz,G356 2nd,Org line A2,A2_3,2012-03-13T14:18:33.000+0200,
117,PROD562,Kent,G356 2nd,Org line A2,A2_3,2012-05-03T15:55:54.000+0300,
117,PROD562,Kent,G356 2nd,Org line A2,A2_3,2012-05-03T15:56:34.000+0300,
117,PROD562,Siebel,G356 2nd,Org line A2,A2_3,2012-05-11T02:25:49.000+0300,
118,PROD776,Katia,D5,Org line C,A2_1,2012-02-08T16:52:03.000+0200,
118,PROD776,Katia,D5,Org line C,A2_1,2012-02-08T16:52:13.000+0200,
118,PROD776,Katia,N14 2nd,Org line A2,A2_1,2012-02-08T16:58:32.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-08T17:29:27.000+0200,
118,PROD776,Paulina,D5,Org line C,A2_1,2012-02-08T17:39:02.000+0200,
118,PROD776,Katia,D5,Org line C,A2_1,2012-02-08T17:48:10.000+0200,
118,PROD776,Katia,D5,Org line C,A2_1,2012-02-08T17:48:13.000+0200,
118,PROD776,Zoi,D5,Org line C,A2_1,2012-02-09T11:02:24.000+0200,
118,PROD776,Zoi,N14 2nd,Org line A2,A2_1,2012-02-09T11:02:47.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-09T11:06:05.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-09T12:19:13.000+0200,
118,PROD776,Karol,N14 2nd,Org line A2,A2_1,2012-02-09T12:51:31.000+0200,
118,PROD776,Paulina,D5,Org line C,A2_1,2012-02-09T15:00:32.000+0200,
118,PROD776,Brecht,D5,Org line C,A2_1,2012-02-09T15:04:04.000+0200,
118,PROD776,Brecht,D5,Org line C,A2_1,2012-02-09T15:04:10.000+0200,
118,PROD776,Katia,D5,Org line C,A2_1,2012-02-09T15:44:42.000+0200,
118,PROD776,Katia,D5,Org line C,A2_1,2012-02-09T15:44:46.000+0200,
118,PROD776,Katia,D4,Org line A2,A2_1,2012-02-09T16:02:57.000+0200,
118,PROD776,Paulo,D4,Org line A2,A2_1,2012-02-09T16:09:55.000+0200,
118,PROD776,Paulo,N14 2nd,Org line A2,A2_1,2012-02-09T16:11:33.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-09T16:14:51.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-09T16:18:53.000+0200,
118,PROD776,Karol,N14 2nd,Org line A2,A2_1,2012-02-10T09:30:32.000+0200,
118,PROD776,Karol,N14 2nd,Org line A2,A2_1,2012-02-10T09:30:38.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-10T14:39:23.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-10T15:11:38.000+0200,
118,PROD776,Karol,N14 2nd,Org line A2,A2_1,2012-02-10T17:07:12.000+0200,
118,PROD776,Karol,N14 2nd,Org line A2,A2_1,2012-02-10T17:07:16.000+0200,
118,PROD776,Karol,N14 2nd,Org line A2,A2_1,2012-02-14T19:48:53.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-15T09:54:41.000+0200,
118,PROD776,Paulina,D5,Org line C,A2_1,2012-02-15T10:04:25.000+0200,
118,PROD776,Zoi,D5,Org line C,A2_1,2012-02-15T10:12:43.000+0200,
118,PROD776,Zoi,D5,Org line C,A2_1,2012-02-15T10:12:54.000+0200,
118,PROD776,Katia,D5,Org line C,A2_1,2012-02-15T10:34:44.000+0200,
118,PROD776,Katia,D5,Org line C,A2_1,2012-02-15T10:34:47.000+0200,
118,PROD776,Katia,A17,Org line E,,2012-02-15T10:35:27.000+0200,
118,PROD776,Partner,A17,Org line E,,2012-02-16T07:13:48.000+0200,
118,PROD776,Partner,N14 2nd,Org line A2,A2_1,2012-02-20T11:18:07.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-20T11:19:21.000+0200,
118,PROD776,Paulina,D5,Org line C,A2_1,2012-02-20T11:27:32.000+0200,
118,PROD776,Zoi,D5,Org line C,A2_1,2012-02-20T11:43:19.000+0200,
118,PROD776,Zoi,D5,Org line C,A2_1,2012-02-20T11:49:58.000+0200,
118,PROD776,Jan,D5,Org line C,A2_1,2012-02-23T10:44:02.000+0200,
118,PROD776,Jan,D5,Org line C,A2_1,2012-02-23T10:46:23.000+0200,
118,PROD776,Jan,N14 2nd,Org line A2,A2_1,2012-02-23T11:02:18.000+0200,
118,PROD776,Siebel,N14 2nd,Org line A2,A2_1,2012-02-23T11:18:07.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-23T11:38:09.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-23T14:23:54.000+0200,
118,PROD776,Paulina,N14 2nd,Org line A2,A2_1,2012-02-27T10:01:24.000+0200,
118,PROD776,Paulina,J6 2nd,Org line A2,A2_1,2012-02-27T11:18:18.000+0200,
118,PROD776,Szymon,J6 2nd,Org line A2,A2_1,2012-02-28T12:22:23.000+0200,
118,PROD776,Szymon,N14 2nd,Org line A2,A2_1,2012-02-28T12:23:22.000+0200,
