traceId;product;org:resource;org:group;organization involved;org:role;time:timestamp
11;PROD542;Olga;V37 2nd;Org line V7n;;2011-06-15T15:57:08.000+0300
11;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-16T12:43:41.000+0300
11;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-16T12:44:53.000+0300
11;PROD542;Tsun Fai;V37 2nd;Org line V7n;;2011-06-22T18:38:39.000+0300
11;PROD542;Tsun Fai;D8;Org line A2;A2_1;2011-06-22T18:39:48.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-22T19:22:56.000+0300
11;PROD542;Olga;V32 2nd;Org line V7n;;2011-06-22T19:26:25.000+0300
11;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-06T17:48:02.000+0300
11;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-06T17:48:05.000+0300
11;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-20T15:34:41.000+0300
11;PROD542;Earl;V32 2nd;Org line V7n;;2012-04-06T12:12:33.000+0300
11;PROD542;Earl;V32 2nd;Org line V7n;;2012-04-06T12:13:09.000+0300
11;PROD542;Earl;V32 2nd;Org line V7n;;2012-04-06T12:13:14.000+0300
11;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:25:45.000+0300
11;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:26:18.000+0300
11;PROD542;Siebel;V37 2nd;Org line V7n;;2012-05-12T02:21:29.000+0300
12;PROD542;Olga;D8;Org line A2;A2_1;2011-06-02T10:22:45.000+0300
12;PROD542;Olga;D8;Org line A2;A2_1;2011-06-02T10:23:13.000+0300
12;PROD542;Olga;V37 2nd;Org line V7n;;2011-06-02T10:36:23.000+0300
12;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-06T14:16:57.000+0300
12;PROD542;Luc;D8;Org line A2;A2_1;2011-06-06T14:17:50.000+0300
12;PROD542;Olga;D8;Org line A2;A2_1;2011-06-06T15:06:29.000+0300
12;PROD542;Olga;V32 2nd;Org line V7n;;2011-06-06T15:08:54.000+0300
12;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-06T17:47:36.000+0300
12;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-06T17:47:39.000+0300
12;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-20T15:31:33.000+0300
12;PROD542;Tsun Fai;V32 2nd;Org line V7n;;2012-04-19T19:05:54.000+0300
12;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:26:59.000+0300
12;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:27:21.000+0300
12;PROD542;Siebel;V37 2nd;Org line V7n;;2012-05-12T02:21:29.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-06-02T18:17:44.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-06-02T18:24:37.000+0300
13;PROD542;Marco;V37 2nd;Org line V7n;;2011-06-02T18:28:48.000+0300
13;PROD542;Tsun Fai;V37 2nd;Org line V7n;;2011-06-06T13:54:51.000+0300
13;PROD542;Tsun Fai;D6;Org line C;A2_1;2011-06-06T13:57:46.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-06-06T14:23:05.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-06-06T14:25:31.000+0300
13;PROD542;Marco;V29 2nd;Org line V7;;2011-06-07T17:31:26.000+0300
13;PROD542;Marco;V29 2nd;Org line V7;;2011-06-07T17:31:27.000+0300
13;PROD542;Ilona;V29 2nd;Org line V7;;2011-06-07T20:40:40.000+0300
13;PROD542;Ilona;V29 2nd;Org line V7;;2011-06-07T20:40:42.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-07-06T17:45:09.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-07-06T17:45:50.000+0300
13;PROD542;Iv?n;D6;Org line C;A2_1;2011-07-06T19:35:36.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-07-06T19:51:44.000+0300
13;PROD542;Marco;D4;Org line A2;A2_1;2011-07-06T19:53:49.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-07-06T19:53:53.000+0300
13;PROD542;Marco;V37 2nd;Org line V7n;;2011-07-06T19:54:21.000+0300
13;PROD542;Luc;V37 2nd;Org line V7n;;2011-07-07T10:54:32.000+0300
13;PROD542;Luc;V37 2nd;Org line V7n;;2011-07-07T11:12:26.000+0300
13;PROD542;Tsun Fai;V37 2nd;Org line V7n;;2011-07-07T16:25:52.000+0300
13;PROD542;Tsun Fai;D6;Org line C;A2_1;2011-07-07T16:25:59.000+0300
13;PROD542;Valeria;D6;Org line C;A2_1;2011-07-07T16:26:47.000+0300
13;PROD542;Valeria;D6;Org line C;A2_1;2011-07-07T16:27:57.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-07-07T17:49:37.000+0300
13;PROD542;Marco;D6;Org line C;A2_1;2011-07-07T17:58:09.000+0300
13;PROD542;Marco;V37 2nd;Org line V7n;;2011-07-08T14:31:55.000+0300
13;PROD542;Luc;V37 2nd;Org line V7n;;2011-07-08T15:16:14.000+0300
13;PROD542;Luc;D6;Org line C;A2_1;2011-07-08T15:17:18.000+0300
13;PROD542;Luc;V37 2nd;Org line V7n;;2011-07-08T15:17:21.000+0300
13;PROD542;Luc;V37 2nd;Org line V7n;;2011-07-08T15:17:25.000+0300
13;PROD542;Tsun Fai;V37 2nd;Org line V7n;;2011-07-11T12:55:00.000+0300
13;PROD542;Tsun Fai;D6;Org line C;A2_1;2011-07-11T15:32:37.000+0300
13;PROD542;Valeria;D6;Org line C;A2_1;2011-07-11T15:41:23.000+0300
13;PROD542;Valeria;D6;Org line C;A2_1;2011-07-11T15:43:21.000+0300
13;PROD542;Siebel;D6;Org line C;A2_1;2011-07-14T15:32:37.000+0300
13;PROD542;Tamara;D6;Org line C;A2_1;2011-07-18T18:01:05.000+0300
13;PROD542;Tamara;V32 2nd;Org line V7n;;2011-07-18T18:01:42.000+0300
13;PROD542;Earl;V32 2nd;Org line V7n;;2011-08-16T18:33:46.000+0300
13;PROD542;Earl;V32 2nd;Org line V7n;;2012-04-06T12:18:12.000+0300
13;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:27:48.000+0300
13;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:28:43.000+0300
13;PROD542;Siebel;V37 2nd;Org line V7n;;2012-05-12T02:21:28.000+0300
