traceId,product,org:resource,org:group,concept:name,resource country,impact,organization involved,lifecycle:transition,org:role,time:timestamp,organization country,
9,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-03-02T10:25:52.000+0200,nl,
9,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,Wait,,2012-03-02T10:25:57.000+0200,nl,
9,PROD542,Juan,V32 2nd,Queued,Netherlands,Medium,Org line V7n,Awaiting Assignment,,2012-03-02T17:13:48.000+0200,nl,
9,PROD542,Earl,V32 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-03-30T14:28:59.000+0300,nl,
9,PROD542,Earl,V32 2nd,Accepted,Netherlands,Medium,Org line V7n,Wait,,2012-03-30T14:29:03.000+0300,nl,
9,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-05-04T11:27:16.000+0300,nl,
9,PROD542,Juan,V37 2nd,Completed,Netherlands,Medium,Org line V7n,Resolved,,2012-05-04T11:27:30.000+0300,nl,
9,PROD542,Siebel,V37 2nd,Completed,0,Medium,Org line V7n,Closed,,2012-05-12T02:21:06.000+0300,nl,
10,PROD455,Eva,T12,Accepted,Sweden,Medium,Org line V2,In Progress,,2012-05-04T14:13:51.000+0300,se,
10,PROD455,Eva,T12,Accepted,Sweden,Medium,Org line V2,In Progress,,2012-05-04T14:14:18.000+0300,se,
10,PROD455,Eva,T12,Completed,Sweden,Medium,Org line V2,In Call,,2012-05-04T14:15:23.000+0300,se,
11,PROD455,Peter,S56,Queued,Sweden,Medium,Other,Awaiting Assignment,,2012-05-04T17:33:51.000+0300,se,
11,PROD455,Krzysztof,S56,Accepted,POLAND,Medium,Other,In Progress,,2012-05-04T17:41:22.000+0300,se,
11,PROD455,Krzysztof,S49,Queued,POLAND,Medium,Org line C,Awaiting Assignment,V3_2,2012-05-04T17:42:13.000+0300,se,
11,PROD455,Mario Alberto,S49,Accepted,POLAND,Medium,Org line C,Wait - Vendor,V3_2,2012-05-07T18:22:02.000+0300,se,
11,PROD455,Mario Alberto,S49,Completed,POLAND,Medium,Org line C,Resolved,V3_2,2012-05-08T13:42:37.000+0300,se,
12,PROD455,Sudhir,G96,Accepted,INDIA,Low,Org line C,In Progress,V3_2,2012-05-04T15:08:40.000+0300,se,
12,PROD455,Sudhir,G96,Accepted,INDIA,Low,Org line C,In Progress,V3_2,2012-05-04T15:09:36.000+0300,se,
12,PROD455,Sudhir,S49,Queued,INDIA,Low,Org line C,Awaiting Assignment,V3_2,2012-05-04T15:11:12.000+0300,se,
12,PROD455,Monika,S49,Accepted,POLAND,Low,Org line C,In Progress,V3_2,2012-05-04T15:14:10.000+0300,se,
12,PROD455,Monika,S49,Accepted,POLAND,Low,Org line C,Assigned,V3_2,2012-05-04T15:15:45.000+0300,se,
12,PROD455,Mario Alberto,S49,Accepted,POLAND,Low,Org line C,In Progress,V3_2,2012-05-04T17:10:37.000+0300,se,
12,PROD455,Mario Alberto,S49,Accepted,POLAND,Low,Org line C,Wait - User,V3_2,2012-05-04T17:11:20.000+0300,se,
12,PROD455,Mario Alberto,G172,Queued,POLAND,Low,Other,Awaiting Assignment,,2012-05-08T11:12:15.000+0300,se,
12,PROD455,Stanislav,G172,Accepted,Czech Republic,Low,Other,In Progress,,2012-05-08T19:16:41.000+0300,se,
12,PROD455,Stanislav,S49,Queued,Czech Republic,Low,Org line C,Awaiting Assignment,V3_2,2012-05-08T19:18:28.000+0300,se,
12,PROD455,Monika,S49,Accepted,POLAND,Low,Org line C,In Progress,V3_2,2012-05-09T10:25:22.000+0300,se,
12,PROD455,Monika,S49,Accepted,POLAND,Low,Org line C,Assigned,V3_2,2012-05-09T10:25:28.000+0300,se,
12,PROD455,Mario Alberto,S49,Accepted,POLAND,Low,Org line C,In Progress,V3_2,2012-05-09T12:54:37.000+0300,se,
12,PROD455,Mario Alberto,S49,Accepted,POLAND,Low,Org line C,Wait - User,V3_2,2012-05-09T13:01:50.000+0300,se,
12,PROD455,Mario Alberto,S49,Completed,POLAND,Low,Org line C,Resolved,V3_2,2012-05-14T15:34:04.000+0300,se,
12,PROD455,Siebel,S49,Completed,0,Low,Org line C,Closed,V3_2,2012-05-22T02:23:21.000+0300,se,
13,PROD455,Alejandro,G96,Accepted,Brazil,Low,Org line C,In Progress,V3_2,2012-05-04T18:17:19.000+0300,se,
13,PROD455,Alejandro,G96,Accepted,Brazil,Low,Org line C,In Progress,V3_2,2012-05-04T18:17:52.000+0300,se,
13,PROD455,Alejandro,S49,Queued,Brazil,Low,Org line C,Awaiting Assignment,V3_2,2012-05-04T18:21:21.000+0300,se,
13,PROD455,Mario Alberto,S49,Accepted,POLAND,Low,Org line C,In Progress,V3_2,2012-05-07T18:57:19.000+0300,se,
13,PROD455,Mario Alberto,S49,Completed,POLAND,Low,Org line C,Resolved,V3_2,2012-05-08T14:06:45.000+0300,se,
14,PROD455,Hebert,G96,Accepted,Brazil,Low,Org line C,In Progress,V3_2,2012-05-04T19:51:28.000+0300,se,
14,PROD455,Hebert,G96,Accepted,Brazil,Low,Org line C,In Progress,V3_2,2012-05-04T19:52:25.000+0300,se,
14,PROD455,Hebert,G96,Accepted,Brazil,Low,Org line C,In Progress,V3_2,2012-05-04T19:57:51.000+0300,se,
14,PROD455,Hebert,S49,Queued,Brazil,Low,Org line C,Awaiting Assignment,V3_2,2012-05-04T20:03:33.000+0300,se,
14,PROD455,Marcin,S49,Accepted,POLAND,Low,Org line C,Wait - Vendor,V3_2,2012-05-07T17:18:30.000+0300,se,
14,PROD455,Marcin,S49,Completed,POLAND,Low,Org line C,Resolved,V3_2,2012-05-08T18:42:16.000+0300,se,
